Instrument,Date,Time,Record Type,Price,Volume,Value,Bid Price,Bid Size,Ask Price,Ask Size,Midpoint Price,Spread,Relative Spread,Qualifiers
"WOW","2016-05-02","10:48:30.395","TRADE","22.040","157","3460.28","","","","","22.04","","","Si"
"WOW","2016-05-02","10:48:30.919","TRADE","22.030","11","242.33","","","","","22.03","","","Si"
"WOW","2016-05-02","10:48:39.878","TRADE","22.030","17","374.51","","","","","22.03","","","Si"
"WOW","2016-05-02","10:48:40.093","OFFTR","22.025","14","308.35","","","","","","","","NX XT"
"WOW","2016-05-02","10:48:40.098","OFFTR","22.025","112","2466.8","","","","","","","","NX XT"
"WOW","2016-05-02","10:48:40.166","TRADE","22.020","220","4844.4","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:40.166","TRADE","22.020","259","5703.18","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:40.166","TRADE","22.020","180","3963.6","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:40.576","TRADE","22.020","52","1145.04","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:41.004","TRADE","22.020","1","22.02","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.020","1573","34637.46","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.020","235","5174.7","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.020","286","6297.72","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.020","2","44.04","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.030","1","22.03","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.030","119","2621.57","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.030","23","506.69","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:41.004","TRADE","22.030","163","3590.89","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:41.188","TRADE","22.020","286","6297.72","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:42.476","TRADE","22.020","231","5086.62","","","","","22.02","","","Si"
"WOW","2016-05-02","10:48:43.252","TRADE","22.010","27","594.27","","","","","22.01","","","Si"
"WOW","2016-05-02","10:48:46.290","TRADE","22.010","1357","29867.57","","","","","22.01","","","Si"
"WOW","2016-05-02","10:48:46.290","TRADE","22.010","485","10674.85","","","","","22.01","","","Si"
"WOW","2016-05-02","10:48:46.343","TRADE","22.010","19","418.19","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","34","749.02","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","1","22.03","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","152","3348.56","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","244","5375.32","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","22","484.66","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","219","4824.57","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","316","6961.48","","","","","22.03","","","XT Bi"
"WOW","2016-05-02","10:48:51.756","TRADE","22.030","119","2621.57","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:48:51.757","TRADE","22.030","436","9605.08","","","","","22.03","","","Si"
"WOW","2016-05-02","10:48:53.504","TRADE","22.020","364","8015.28","","","","","22.02","","","XT Si"
"WOW","2016-05-02","10:49:29.930","TRADE","22.010","1000","22010","","","","","22.015","","","CX"
"WOW","2016-05-02","10:49:29.993","TRADE","22.000","274","6028","","","","","22","","","Si"
"WOW","2016-05-02","10:49:29.993","TRADE","22.000","363","7986","","","","","22","","","Si"
"WOW","2016-05-02","10:49:29.993","TRADE","22.000","340","7480","","","","","22","","","Si"
"WOW","2016-05-02","10:49:29.993","TRADE","22.000","67","1474","","","","","22","","","Si"
"WOW","2016-05-02","10:49:38.251","TRADE","22.020","95","2091.9","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:49:38.793","TRADE","22.000","100","2200","","","","","22","","","Si"
"WOW","2016-05-02","10:49:46.606","TRADE","22.015","83","1827.245","","","","","22.015","","","CX"
"WOW","2016-05-02","10:49:46.607","TRADE","22.010","2","44.02","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:46.607","TRADE","22.015","317","6978.755","","","","","22.015","","","CX"
"WOW","2016-05-02","10:49:52.742","TRADE","22.010","81","1782.81","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:52.742","TRADE","22.010","70","1540.7","","","","","22.01","","","XT Si"
"WOW","2016-05-02","10:49:54.623","TRADE","22.010","89","1958.89","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:54.623","TRADE","22.010","5","110.05","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:54.623","TRADE","22.010","12","264.12","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:54.623","TRADE","22.010","77","1694.77","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:54.657","TRADE","22.010","60","1320.6","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:49:56.302","TRADE","22.010","105","2311.05","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:56.302","TRADE","22.010","559","12303.59","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:56.302","TRADE","22.010","1","22.01","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:56.458","TRADE","22.010","136","2993.36","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:56.657","TRADE","22.010","118","2597.18","","","","","22.01","","","Si"
"WOW","2016-05-02","10:49:56.880","TRADE","22.010","167","3675.67","","","","","22.01","","","Si"
"WOW","2016-05-02","10:50:11.041","TRADE","22.000","133","2926","","","","","22","","","Si"
"WOW","2016-05-02","10:50:11.041","TRADE","22.000","110","2420","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","890","19580","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","860","18920","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","719","15818","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","1101","24222","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","49","1078","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","20","440","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","3","66","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.777","TRADE","22.000","13","286","","","","","22","","","Si"
"WOW","2016-05-02","10:50:13.841","TRADE","21.990","349","7674.51","","","","","21.99","","","Si"
"WOW","2016-05-02","10:50:13.851","TRADE","21.990","137","3012.63","","","","","21.99","","","Si"
"WOW","2016-05-02","10:50:13.851","TRADE","21.990","179","3936.21","","","","","21.99","","","Si"
"WOW","2016-05-02","10:50:13.968","TRADE","21.990","325","7146.75","","","","","21.99","","","Si"
"WOW","2016-05-02","10:50:13.968","TRADE","21.990","6","131.94","","","","","21.99","","","Si"
"WOW","2016-05-02","10:50:22.170","TRADE","21.980","196","4308.08","","","","","21.98","","","Si"
"WOW","2016-05-02","10:50:25.581","TRADE","22.000","190","4180","","","","","22","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.000","119","2618","","","","","22","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.000","167","3674","","","","","22","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.000","82","1804","","","","","22","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.000","24","528","","","","","22","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","190","4181.9","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","25","550.25","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","55","1210.55","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","244","5370.44","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","219","4820.19","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:50:25.581","TRADE","22.010","135","2971.35","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","1","21.99","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","230","5057.7","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","54","1187.46","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.955","TRADE","21.990","83","1825.17","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:20.957","TRADE","21.990","120","2638.8","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:20.957","TRADE","21.990","120","2638.8","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:21.482","TRADE","21.990","111","2440.89","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:26.210","TRADE","21.990","441","9697.59","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:26.210","TRADE","21.990","149","3276.51","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:26.210","TRADE","21.990","202","4441.98","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:49.444","TRADE","21.985","400","8794","","","","","21.985","","","Bi"
"WOW","2016-05-02","10:51:49.444","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:49.444","TRADE","21.990","171","3760.29","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:49.444","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:49.444","TRADE","21.990","215","4727.85","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:49.444","TRADE","21.990","22","483.78","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:51:49.446","TRADE","21.990","120","2638.8","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:49.446","TRADE","21.990","120","2638.8","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:50.321","TRADE","21.990","63","1385.37","","","","","21.99","","","Si"
"WOW","2016-05-02","10:51:50.321","TRADE","21.990","80","1759.2","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","468","10291.32","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","12","263.88","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","166","3650.34","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","5","109.95","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","6","131.94","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","2","43.98","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.227","TRADE","21.990","257","5651.43","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.289","TRADE","21.990","36","791.64","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.340","TRADE","21.990","13","285.87","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.489","TRADE","21.990","71","1561.29","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.489","TRADE","21.990","10","219.9","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.489","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.489","TRADE","21.990","2","43.98","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.491","TRADE","21.990","28","615.72","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:02.496","TRADE","21.980","183","4022.34","","","","","21.98","","","Si"
"WOW","2016-05-02","10:52:02.690","TRADE","21.990","14","307.86","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.690","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.690","TRADE","21.990","83","1825.17","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.690","TRADE","21.990","97","2133.03","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.890","TRADE","21.990","23","505.77","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:02.890","TRADE","21.990","63","1385.37","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:03.090","TRADE","21.990","101","2220.99","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:03.291","TRADE","21.990","19","417.81","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:12.450","TRADE","21.990","112","2462.88","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:12.492","TRADE","21.990","102","2242.98","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:12.492","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:12.492","TRADE","21.990","32","703.68","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","21.990","120","2638.8","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","81","1782","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","1144","25168","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","286","6292","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","165","3630","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","3000","66000","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","185","4070","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.637","TRADE","22.000","19","418","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:12.640","TRADE","21.990","120","2638.8","","","","","21.99","","","Si"
"WOW","2016-05-02","10:52:12.989","TRADE","21.995","100","2199.5","","","","","21.995","","","Si"
"WOW","2016-05-02","10:52:13.758","TRADE","22.000","1","22","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:15.268","TRADE","22.010","163","3587.63","","","","","22.01","","","XT Bi"
"WOW","2016-05-02","10:52:15.268","TRADE","22.010","1","22.01","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:52:22.007","OFFTR","22.010","15","330.15","","","","","","","","NX XT"
"WOW","2016-05-02","10:52:24.435","TRADE","22.010","1","22.01","","","","","22.01","","","XT Si"
"WOW","2016-05-02","10:52:24.435","TRADE","22.010","232","5106.32","","","","","22.01","","","Si"
"WOW","2016-05-02","10:52:28.141","TRADE","22.010","603","13272.03","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:52:29.470","TRADE","22.000","4999","109978","","","","","22","","","Si"
"WOW","2016-05-02","10:52:29.470","TRADE","22.000","81","1782","","","","","22","","","Si"
"WOW","2016-05-02","10:52:29.470","TRADE","22.000","2994","65868","","","","","22","","","Si"
"WOW","2016-05-02","10:52:29.470","TRADE","22.000","4","88","","","","","22","","","Si"
"WOW","2016-05-02","10:52:38.120","TRADE","22.000","2","44","","","","","22","","","Si"
"WOW","2016-05-02","10:52:57.457","TRADE","22.000","24","528","","","","","22","","","Si"
"WOW","2016-05-02","10:52:57.503","TRADE","22.000","193","4246","","","","","22","","","Bi"
"WOW","2016-05-02","10:52:59.861","TRADE","22.000","318","6996","","","","","22","","","Si"
"WOW","2016-05-02","10:53:00.211","TRADE","22.000","123","2706","","","","","22","","","Si"
"WOW","2016-05-02","10:53:14.545","TRADE","22.010","110","2421.1","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:53:14.545","TRADE","22.010","2","44.02","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:53:14.545","TRADE","22.010","265","5832.65","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:53:14.545","TRADE","22.010","40","880.4","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:53:14.545","TRADE","22.010","30","660.3","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","3525","77620.5","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","700","15414","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","203","4470.06","","","","","22.02","","","XT Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","147","3236.94","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","202","4448.04","","","","","22.02","","","Bi"
"WOW","2016-05-02","10:53:20.476","TRADE","22.020","2","44.04","","","","","22.02","","","XT Bi"
"WOW","2016-05-02","10:53:22.070","TRADE","22.030","11","242.33","","","","","22.03","","","XT Bi"
"WOW","2016-05-02","10:53:22.070","TRADE","22.030","3","66.09","","","","","22.03","","","Bi"
"WOW","2016-05-02","10:53:38.001","TRADE","22.030","195","4295.85","","","","","22.03","","","Si"
"WOW","2016-05-02","10:53:38.001","TRADE","22.030","929","20465.87","","","","","22.03","","","Si"
"WOW","2016-05-02","10:53:38.001","TRADE","22.030","162","3568.86","","","","","22.03","","","Si"
"WOW","2016-05-02","10:53:45.228","TRADE","22.040","720","15868.8","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:53:45.228","TRADE","22.040","29","639.16","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:53:45.228","TRADE","22.040","20","440.8","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:53:45.228","TRADE","22.040","219","4826.76","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:53:45.228","TRADE","22.040","1","22.04","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:53:45.240","TRADE","22.050","34","749.7","","","","","22.05","","","Bi"
"WOW","2016-05-02","10:53:45.472","TRADE","22.050","116","2557.8","","","","","22.05","","","Bi"
"WOW","2016-05-02","10:53:45.472","TRADE","22.050","84","1852.2","","","","","22.05","","","Bi"
"WOW","2016-05-02","10:53:48.223","TRADE","22.040","200","4408","","","","","22.04","","","Si"
"WOW","2016-05-02","10:53:50.794","TRADE","22.040","13811","304394.44","","","","","22.04","","","Si"
"WOW","2016-05-02","10:53:50.794","TRADE","22.040","93","2049.72","","","","","22.04","","","Si"
"WOW","2016-05-02","10:53:50.794","TRADE","22.040","5091","112205.64","","","","","22.04","","","Si"
"WOW","2016-05-02","10:53:50.794","TRADE","22.040","31","683.24","","","","","22.04","","","Si"
"WOW","2016-05-02","10:53:51.324","TRADE","22.030","285","6278.55","","","","","22.03","","","XT Si"
"WOW","2016-05-02","10:54:04.923","TRADE","22.035","281","6191.835","","","","","22.04","","","CX"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","79","1740.37","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","170","3745.1","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","110","2423.3","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","203","4472.09","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","5","110.15","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","15","330.45","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","2","44.06","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","13","286.39","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.127","TRADE","22.030","132","2907.96","","","","","22.03","","","Si"
"WOW","2016-05-02","10:54:16.164","TRADE","22.025","597","13148.925","","","","","22.025","","","CX"
"WOW","2016-05-02","10:55:16.911","TRADE","22.040","179","3945.16","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:55:16.911","TRADE","22.040","219","4826.76","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:55:16.911","TRADE","22.040","162","3570.48","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:55:16.911","TRADE","22.040","94","2071.76","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:55:16.911","TRADE","22.040","41","903.64","","","","","22.04","","","Bi"
"WOW","2016-05-02","10:55:20.285","TRADE","22.040","805","17742.2","","","","","22.04","","","Si"
"WOW","2016-05-02","10:55:20.285","TRADE","22.040","532","11725.28","","","","","22.04","","","Si"
"WOW","2016-05-02","10:55:20.575","TRADE","22.030","152","3348.56","","","","","22.03","","","Si"
"WOW","2016-05-02","10:55:20.575","TRADE","22.030","133","2929.99","","","","","22.03","","","Si"
"WOW","2016-05-02","10:55:20.925","TRADE","22.030","227","5000.81","","","","","22.03","","","Si"
"WOW","2016-05-02","10:55:20.925","TRADE","22.030","200","4406","","","","","22.03","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","159","3501.18","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","1434","31576.68","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","100","2202","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","157","3457.14","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","244","5372.88","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","500","11010","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.671","TRADE","22.020","179","3941.58","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:46.672","TRADE","22.020","65","1431.3","","","","","22.02","","","Si"
"WOW","2016-05-02","10:55:48.900","TRADE","22.010","3053","67196.53","","","","","22.01","","","XT Si"
"WOW","2016-05-02","10:55:48.900","TRADE","22.010","1420","31254.2","","","","","22.01","","","Si"
"WOW","2016-05-02","10:56:00.277","TRADE","22.010","244","5370.44","","","","","22.01","","","Si"
"WOW","2016-05-02","10:56:00.690","TRADE","22.000","151","3322","","","","","22","","","Si"
"WOW","2016-05-02","10:56:00.690","TRADE","22.000","86","1892","","","","","22","","","Si"
"WOW","2016-05-02","10:56:26.650","TRADE","22.000","554","12188","","","","","22","","","Si"
"WOW","2016-05-02","10:56:41.115","TRADE","22.010","5","110.05","","","","","22.01","","","Si"
"WOW","2016-05-02","10:56:41.115","TRADE","22.010","13","286.13","","","","","22.01","","","Si"
"WOW","2016-05-02","10:56:41.115","TRADE","22.010","219","4820.19","","","","","22.01","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","496","10912","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","609","13398","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","244","5368","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","6","132","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","12","264","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","226","4972","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","103","2266","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","394","8668","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.313","TRADE","22.000","220","4840","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.371","TRADE","22.000","122","2684","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.625","TRADE","22.000","146","3212","","","","","22","","","Si"
"WOW","2016-05-02","10:56:52.843","TRADE","22.005","125","2750.625","","","","","22.005","","","CX"
"WOW","2016-05-02","10:56:54.227","TRADE","22.005","77","1694.385","","","","","22.005","","","CX"
"WOW","2016-05-02","10:56:56.348","TRADE","22.010","309","6801.09","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:56:56.348","TRADE","22.010","120","2641.2","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:56:56.348","TRADE","22.010","120","2641.2","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:56:56.349","TRADE","22.010","1551","34137.51","","","","","22.01","","","Si"
"WOW","2016-05-02","10:57:01.934","TRADE","22.000","46","1012","","","","","22","","","Si"
"WOW","2016-05-02","10:57:01.935","TRADE","22.000","31","682","","","","","22","","","Si"
"WOW","2016-05-02","10:57:01.935","TRADE","22.000","2","44","","","","","22","","","Si"
"WOW","2016-05-02","10:57:01.935","TRADE","22.000","2000","44000","","","","","22","","","Si"
"WOW","2016-05-02","10:57:02.362","TRADE","22.000","112","2464","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.418","TRADE","22.000","137","3014","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.418","TRADE","22.000","244","5368","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.418","TRADE","22.000","12","264","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.418","TRADE","22.000","3","66","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.418","TRADE","22.000","5","110","","","","","22","","","Si"
"WOW","2016-05-02","10:57:12.568","TRADE","22.000","551","12122","","","","","22","","","Bi"
"WOW","2016-05-02","10:57:12.768","TRADE","22.000","268","5896","","","","","22","","","Bi"
"WOW","2016-05-02","10:57:31.940","TRADE","22.000","334","7348","","","","","22","","","Si"
"WOW","2016-05-02","10:57:41.842","TRADE","22.010","32","704.32","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:57:41.842","TRADE","22.010","150","3301.5","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:15.240","TRADE","22.010","180","3961.8","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:15.240","TRADE","22.010","15","330.15","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:15.240","TRADE","22.010","174","3829.74","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:15.242","TRADE","22.010","180","3961.8","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:30.267","TRADE","22.010","20","440.2","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:58:49.911","TRADE","22.000","12","264","","","","","22","","","Si"
"WOW","2016-05-02","10:58:49.911","TRADE","22.000","108","2376","","","","","22","","","Si"
"WOW","2016-05-02","10:58:52.511","TRADE","22.000","41","902","","","","","22","","","Si"
"WOW","2016-05-02","10:58:52.511","TRADE","22.000","12","264","","","","","22","","","Si"
"WOW","2016-05-02","10:58:57.916","TRADE","22.010","44","968.44","","","","","22.01","","","Bi"
"WOW","2016-05-02","10:59:17.393","TRADE","21.990","66","1451.34","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","237","5211.63","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","79","1737.21","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","168","3694.32","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","2","43.98","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","6","131.94","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","2","43.98","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:22.894","TRADE","21.990","5","109.95","","","","","21.99","","","Si"
"WOW","2016-05-02","10:59:57.011","TRADE","21.990","25","549.75","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:59:57.011","TRADE","21.990","265","5827.35","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:59:57.011","TRADE","21.990","265","5827.35","","","","","21.99","","","Bi"
"WOW","2016-05-02","10:59:57.011","TRADE","21.990","265","5827.35","","","","","21.99","","","Bi"
